,preco,vendido,idade_do_modelo,km_por_ano
4719,60762.07,0,20,25508.039
4720,69647.96,0,11,24828.89752
4721,37143.67,1,17,33760.73452
4722,52400.27,0,17,17181.31384
4723,82280.74,0,20,31996.89788
4724,68695.89,0,15,28525.5515
4725,100773.61,1,12,13014.73258
4726,25685.43,1,20,36705.82672
4727,32788.84,1,19,23024.82738
4728,30318.27,1,19,25004.31558
4729,83071.35,0,9,44561.01526
4730,90705.55,0,19,30994.27906
4731,67463.05,0,19,14635.33796
4732,99602.04,1,6,12755.62884
4733,56395.41,0,13,18502.58198
4734,58207.71,1,18,17884.59542
4735,56336.5,0,6,23327.3833
4736,64434.9,0,15,23338.64868
4737,36154.09,1,12,28892.48102
4738,79043.5,1,6,23496.364
4739,78290.27,0,7,29467.0154
4740,33450.0,1,10,23790.87322
4741,106444.97,1,9,32107.94234
4742,105430.99,1,19,20662.31626
4743,86049.86,0,11,23314.50858
4744,13483.2,1,17,30163.85962
4745,36877.53,1,16,18426.943
4746,75336.09,1,20,32569.82292
4747,33708.26,1,17,18135.65246
4748,83987.7,1,18,14012.52338
4749,88732.09,1,20,12892.42274
4750,53175.8,0,13,31948.61768
4751,101950.39,1,20,15277.46462
4752,19437.25,1,20,27724.10018
4753,63237.21,1,8,17334.20114
4754,66654.29,0,9,25681.84772
4755,59905.46,0,6,16917.38208
4756,22067.64,1,19,19959.03468
4757,88373.39,1,16,20195.60766
4758,107302.73,1,13,24080.55442
4759,53895.29,1,6,18888.82358
4760,40419.36,1,14,34690.933039999996
4761,42141.72,1,11,31150.38504
4762,24519.52,1,13,14268.40844
4763,49828.08,1,14,17747.80152
4764,52564.48,1,15,18790.65384
4765,75323.19,0,6,25593.33402
4766,84961.75,1,14,22559.72812
4767,81282.5,0,14,14020.57008
4768,42114.15,1,19,18430.16168
4769,80006.05,0,17,33659.3461
4770,44808.46,1,19,18404.41224
4771,78319.55,1,12,22178.31454
4772,36641.24,1,14,12498.13444
4773,5840.28,1,19,19484.27938
4774,81024.93,0,20,15232.4031
4775,48147.08,1,18,20060.4231
4776,85960.7,0,19,39160.07022
4777,76035.41,1,12,16626.09154
4778,77616.26,1,12,19975.12808
4779,73415.73,0,20,25847.60974
4780,57840.17,1,2,20462.7581
4781,74530.84,1,4,13402.58352
4782,49178.3,1,14,16745.1827
4783,105119.46,1,19,15098.82788
4784,30054.66,1,15,22059.22338
4785,85436.39,0,20,25936.12344
4786,64501.93,1,15,13568.34554
4787,80260.38,0,16,13801.69984
4788,96413.47,0,8,20655.8789
4789,84957.73,0,20,45978.8438
4790,53795.2,1,16,25971.52892
4791,75021.54,1,19,29180.55288
4792,64736.68,1,11,23565.56562
4793,38933.09,1,20,35711.2546
4794,34630.95,1,5,15562.3178
4795,83220.74,0,6,32896.51894
4796,-840.36,1,20,21367.20718
4797,26835.88,1,20,19901.09844
4798,76841.74,0,20,16843.35244
4799,61653.53,0,16,28424.16308
4800,49691.45,1,17,21111.32212
4801,92290.82,0,18,24016.18082
4802,72839.61,0,13,17553.07138
4803,95612.78,0,20,27691.913379999998
4804,69044.56,0,15,22933.095
4805,81795.32,0,11,32946.40848
4806,91475.66,0,11,10755.21922
4807,38871.42,1,14,37095.287
4808,61358.75,1,8,15306.43274
4809,54344.57,1,18,23119.77844
4810,72695.86,0,20,21243.288
4811,109447.67,1,12,13024.38862
4812,48600.48,1,17,26613.65558
4813,37049.07,1,11,21708.38726
4814,31148.0,1,16,32132.08244
4815,101735.88,1,15,22598.35228
4816,15243.53,1,20,25730.12792
4817,101850.58,1,8,7592.86612
4818,104890.17,1,14,42810.05334
4819,82551.61,1,1,9937.6745
4820,97837.83,0,18,31184.18118
4821,51977.06,0,19,23306.46188
4822,24849.98,1,17,21582.85874
4823,71657.94,0,17,22917.0016
4824,79864.3,0,16,39773.22876
4825,98990.37,0,20,40505.47846
4826,24859.13,1,20,23103.68504
4827,94397.8,0,11,27823.87926
4828,33751.84,1,17,24708.19702
4829,48890.9,1,16,30202.48378
4830,50284.6,1,6,31506.049179999998
4831,81041.81,0,13,43033.7516
4832,40278.24,1,20,12383.8713
4833,77964.55,0,15,14654.65004
4834,76952.38,1,20,23168.05864
4835,65394.87,1,14,23366.00746
4836,67126.79,0,5,47129.5219
4837,113501.11,1,9,7061.78392
4838,41705.01,1,18,19432.7805
4839,104038.84,0,14,10912.93454
4840,47655.18,0,6,24941.55132
4841,72554.15,1,16,22825.26922
4842,91685.49,0,7,19553.481
4843,64207.25,1,16,15515.64694
4844,78426.79,1,7,19923.6292
4845,53699.07,1,19,19659.69744
4846,82980.6,0,7,25023.62766
4847,50405.08,1,16,31528.57994
4848,57685.16,1,14,15122.96798
4849,7086.34,1,20,18838.93404
4850,70507.83,0,10,25335.83962
4851,71199.15,1,20,16381.47186
4852,66280.12,0,9,22492.13584
4853,16079.77,1,19,30913.81206
4854,87280.03,0,12,7851.96986
4855,100235.28,1,17,39596.20136
4856,69483.46,0,9,16328.36364
4857,27892.58,1,20,33345.5248
4858,61898.5,0,12,29304.47206
4859,52023.4,1,17,36239.11812
4860,101586.27,1,12,15549.44308
4861,96020.28,0,17,25619.08346
4862,94477.28,0,10,11640.35622
4863,75766.6,1,11,12850.5799
4864,67971.4,1,9,16410.43998
4865,103767.88,0,7,33730.15706
4866,84681.19,0,20,32919.0497
4867,27172.69,1,16,14191.16012
4868,62666.64,1,9,23731.32764
4869,60543.5,0,17,33263.44846
4870,42793.75,0,20,21339.8484
4871,68471.05,0,16,19622.68262
4872,64116.0,1,5,14212.08154
4873,78652.51,1,20,16645.40362
4874,30833.73,1,18,25846.0004
4875,51719.58,1,11,21040.51116
4876,63337.2,0,8,30431.01006
4877,53464.33,0,20,23789.26388
4878,92803.33,1,14,14160.58266
4879,92541.09,0,19,25810.59492
4880,64970.43,1,6,15988.7929
4881,55464.39,1,20,14630.50994
4882,85786.0,0,10,15982.35554
4883,47526.44,1,7,13230.38414
4884,39439.24,1,16,30711.03522
4885,42892.41,1,20,17667.33452
4886,57590.35,0,15,18237.04088
4887,45894.47,1,13,22165.43982
4888,68999.75,0,19,9730.06964
4889,45778.92,0,10,15333.79152
4890,102282.24,1,16,18238.65022
4891,64299.45,0,8,14381.06224
4892,42303.18,1,20,25614.25544
4893,86762.45,0,8,20095.82858
4894,32041.85,1,18,29138.710039999998
4895,89821.67,0,11,9578.79168
4896,80554.43,0,14,31951.83636
4897,78374.06,1,14,13153.13582
4898,75367.22,1,19,19815.80342
4899,28557.54,1,12,22958.84444
4900,65969.83,0,16,18925.8384
4901,40805.43,0,2,15922.80996
4902,95636.21,0,10,11109.27402
4903,83565.65,1,8,32157.83188
4904,59458.56,0,19,9379.23352
4905,50143.8,0,14,14326.34468
4906,103251.37,1,11,25688.28508
4907,59807.2,1,12,29063.07106
4908,44669.06,1,15,18122.77774
4909,80126.04,1,17,20068.4698
4910,83467.73,0,11,21296.39622
4911,81088.13,0,16,33054.23426
4912,57350.39,1,19,16719.43326
4913,45903.61,0,9,27080.36418
4914,41118.85,1,6,27080.36418
4915,16333.8,1,17,45750.31752
4916,45668.54,1,18,20615.6454
4917,57286.65,1,20,21360.76982
4918,65370.3,1,19,22952.40708
4919,77357.56,1,20,16532.74982
4920,49877.29,1,17,10591.06654
4921,31917.74,1,9,26483.29904
4922,96304.34,0,3,29587.7159
4923,83638.37,0,13,26814.82308
4924,52187.13,1,15,28882.82498
4925,38117.18,1,16,27539.02608
4926,70697.78,0,16,18264.39966
4927,49643.06,0,18,23016.78068
4928,28440.54,1,9,30884.84394
4929,95338.69,1,16,20548.05312
4930,77751.09,0,19,38656.3468
4931,40398.48,1,20,20113.53132
4932,69328.18,0,18,41408.3182
4933,68056.82,1,13,8841.71396
4934,83516.97,0,7,25168.46826
4935,66666.07,0,19,17667.33452
4936,101508.26,1,20,19019.18012
4937,102440.97,0,19,35382.94924
4938,41828.9,1,9,13608.57904
4939,32295.77,1,15,11989.583
4940,42434.79,1,20,19046.5389
4941,56967.11,1,17,19056.19494
4942,100894.42,1,12,24172.2868
4943,72423.03,0,17,33284.36988
4944,40774.13,1,6,23037.7021
4945,9394.31,1,20,15777.96936
4946,95163.55,0,16,17026.8172
4947,32461.58,1,18,38514.72488
4948,67778.45,0,19,15171.24818
4949,39570.89,1,12,22121.98764
4950,39090.87,1,11,13050.13806
4951,28836.99,1,16,26275.69418
4952,31530.38,1,19,13726.06086
4953,28410.89,1,17,29954.64542
4954,110719.55,1,5,22746.41156
4955,67014.74,1,14,23829.49738
4956,37632.72,1,11,22176.7052
4957,111531.0,1,10,49051.07386
4958,24357.33,1,18,39238.92788
4959,73781.91,0,19,17676.99056
4960,46283.41,0,14,28503.02074
4961,56929.97,1,17,13080.71552
4962,114442.15,1,11,15917.98194
4963,69065.62,0,20,28668.78276
4964,32632.88,1,20,16204.44446
4965,24751.8,1,18,10896.84114
4966,100391.25,1,17,19957.42534
4967,78984.69,0,13,29249.7545
4968,34992.55,1,14,15364.36898
4969,92077.75,0,18,49380.98856
4970,83564.49,0,8,9092.771
4971,70358.13,0,16,24344.48618
4972,83420.74,0,10,16085.3533
4973,30702.06,1,18,31385.34868
4974,103586.52,1,11,22994.24992
4975,44398.73,1,17,31848.8386
4976,25344.91,1,16,20866.70244
4977,93190.72,0,6,21693.9032
4978,35042.75,1,5,25730.12792
4979,44418.04,0,11,19238.05036
4980,39075.99,1,6,26763.3242
4981,69853.21,0,14,12205.23456
4982,85414.15,0,9,17094.40948
4983,94739.89,0,15,14453.482539999999
4984,87435.79,0,18,27073.92682
4985,83464.47,1,13,21899.89872
4986,96860.87,0,12,15493.116179999999
4987,70809.5,1,12,20465.97678
4988,74917.9,0,12,18100.24698
4989,84978.15,0,5,33876.606999999996
4990,82356.51,0,12,22477.65178
4991,78404.23,0,19,25546.66316
4992,95495.73,0,15,25583.67798
4993,24542.97,1,19,17823.4405
4994,37989.48,1,19,17210.28196
4995,41121.23,1,6,15641.17546
4996,28418.89,1,20,15889.01382
4997,67456.03,1,20,16548.84322
4998,36137.87,1,19,21317.31764
4999,74023.29,0,12,24812.80412
5000,42170.42,0,11,13970.68054
5001,31365.42,1,14,34409.29854
5002,98654.58,1,5,24822.46016
5003,81838.99,0,17,38999.13622
5004,68648.28,1,9,21648.84168
5005,45384.79,1,8,35242.93666
5006,40336.12,1,14,18919.40104
5007,39427.92,1,5,18269.22768
5008,40960.7,1,18,17326.15444
5009,36335.57,1,8,33852.4669
5010,30996.22,1,11,26375.47326
5011,81327.84,0,17,25009.1436
5012,105024.87,0,12,23459.34918
5013,52152.13,0,19,13219.11876
5014,92997.42,0,16,26328.8024
5015,22850.17,1,18,11033.63504
5016,46869.16,1,10,17722.05208
5017,35611.05,1,17,22220.15738
5018,33912.97,1,20,9239.22094
5019,52557.61,1,18,27530.97938
5020,57260.59,1,7,20865.0931
5021,58780.81,0,17,40470.07298
5022,56483.79,1,18,22928.26698
5023,63059.13,1,15,6847.7417
5024,87824.85,1,19,21780.80756
5025,96524.76,1,15,22147.73708
5026,76680.19,0,10,36383.95872
5027,25605.88,1,14,13079.10618
5028,35451.64,1,18,21265.81876
5029,57130.98,1,2,12791.03432
5030,84845.61,0,9,24807.9761
5031,46123.38,1,4,23963.0726
5032,66515.6,0,19,28134.48188
5033,40618.05,0,8,20726.68986
5034,67967.02,0,20,29539.435699999998
5035,26027.16,1,13,28836.15412
5036,48826.04,1,19,24975.34746
5037,44477.26,1,19,26307.880979999998
5038,89472.11,0,15,27226.81412
5039,99786.61,0,18,32309.10984
5040,95571.98,0,20,22281.3123
5041,71654.96,1,3,22421.32488
5042,32607.29,1,10,43082.0318
5043,47407.95,1,18,21903.1174
5044,101472.66,1,5,24782.22666
5045,111897.98,0,4,30496.993
5046,27930.24,1,19,24976.9568
5047,92004.38,0,20,36400.05212
5048,50994.85,1,20,26748.84014
5049,72851.61,0,12,18249.9156
5050,63173.01,0,11,27286.3597
5051,29100.63,1,15,24088.60112
5052,87563.57,1,14,21368.81652
5053,53349.77,1,9,24056.41432
5054,98750.76,0,14,26171.08708
5055,88066.84,1,19,18299.80514
5056,60175.62,0,14,18069.66952
5057,108313.31,0,9,15134.23336
5058,74124.57,0,15,23098.85702
5059,41371.85,1,9,20673.58164
5060,104987.51,1,15,17662.5065
5061,72541.67,0,16,38068.9377
5062,35565.1,1,19,32373.48344
5063,72858.0,1,19,12287.3109
5064,77472.94,0,4,13616.62574
5065,30521.58,1,16,19685.44688
5066,73903.93,0,8,38546.91168
5067,63889.72,0,20,16048.33848
5068,26192.71,1,17,28779.82722
5069,46665.62,1,11,19130.22458
5070,29449.19,1,7,20287.34004
5071,85536.99,0,5,29832.33558
5072,55286.69,1,4,25876.57786
5073,58141.76,0,13,26116.36952
5074,103423.54,1,13,17215.10998
5075,98961.33,0,20,16547.23388
5076,64283.93,0,13,26348.11448
5077,87030.56,0,15,33561.17636
5078,57738.14,1,11,28926.27716
5079,46752.28,1,6,28984.2134
5080,104620.18,0,11,33960.29268
5081,67296.45,0,12,18975.72794
5082,62485.13,0,7,8022.5599
5083,74371.15,0,13,42713.49294
5084,87820.26,0,12,20110.31264
5085,107181.13,0,20,14883.17632
5086,87670.41,1,19,24688.88494
5087,82408.37,0,12,26661.93578
5088,37173.57,1,20,18697.31212
5089,62213.6,0,16,30366.63646
5090,109937.97,1,12,16138.46152
5091,89536.02,0,15,24666.35418
5092,66401.87,0,19,18335.21062
5093,24544.29,1,19,30311.9189
5094,92862.84,0,11,15319.30746
5095,43487.98,1,20,13262.57094
5096,79860.08,0,14,19979.9561
5097,29374.16,1,14,22619.2737
5098,41181.96,1,16,13043.7007
5099,88341.08,0,20,27489.13654
5100,77927.2,1,11,18536.37812
5101,64805.15,0,16,18951.58784
5102,75552.5,0,16,23813.40398
5103,55301.5,0,18,17601.35158
5104,71671.81,0,16,21149.94628
5105,79236.53,0,16,29241.7078
5106,92765.96,0,10,17071.87872
5107,79560.89,0,13,21080.74466
5108,72949.56,0,3,31209.93062
5109,99979.94,1,8,19329.78274
5110,65567.56,1,14,23906.7457
5111,65292.29,1,18,18473.61386
5112,87921.79,0,12,20280.90268
5113,66434.02,1,12,20813.59422
5114,85052.53,1,10,23909.96438
5115,33728.05,1,18,28425.77242
5116,85671.32,1,11,14791.44394
5117,25952.4,1,13,18032.6547
5118,86769.56,0,15,28786.26458
5119,63537.29,0,14,20610.81738
5120,32678.3,1,17,34324.00352
5121,102471.7,1,7,20638.17616
5122,103687.93,1,14,43622.77004
5123,74909.36,0,9,39256.630619999996
5124,30387.46,1,18,21557.1093
5125,80133.65,0,4,17462.94834
5126,93408.29,0,20,19521.2942
5127,6117.08,1,20,30080.17394
5128,89500.52,0,18,33160.4507
5129,41987.24,1,12,35558.3673
5130,17502.34,1,19,16661.49702
5131,58906.09,0,14,13645.593859999999
5132,48740.51,1,10,12428.93282
5133,41805.13,1,20,38806.01542
5134,71450.35,0,16,14857.426879999999
5135,79556.77,1,4,14871.91094
5136,54897.47,1,17,18418.8963
5137,50641.52,1,12,24320.34608
5138,73296.62,0,9,46839.8407
5139,12932.78,1,19,23934.104479999998
5140,68970.95,0,7,32212.54944
5141,50731.62,1,6,30545.2732
5142,63739.76,1,19,14836.50546
5143,86741.97,0,18,30641.833599999998
5144,78913.81,0,19,21862.8839
5145,33909.97,1,19,13035.654
5146,84745.6,0,15,30226.62388
5147,74150.58,1,18,22677.20994
5148,74395.26,0,18,26900.1181
5149,102865.41,0,6,24323.56476
5150,72149.77,1,16,15518.86562
5151,98049.53,0,19,37458.997839999996
5152,97773.26,0,12,35746.66008
5153,77455.61,0,17,25551.49118
5154,64645.57,0,9,17649.63178
5155,11126.56,1,19,23396.58492
5156,63418.49,0,14,27421.54426
5157,57088.98,1,17,24051.5863
5158,69010.61,1,12,14558.08964
5159,105665.45,1,19,29946.598719999998
5160,28413.63,1,16,14249.09636
5161,97092.38,0,14,31731.35678
5162,99168.29,0,18,21730.91802
5163,66802.84,0,8,19775.56992
5164,57554.63,1,2,18536.37812
5165,67573.66,1,20,21042.1205
5166,96402.39,0,14,28119.99782
5167,39236.19,1,19,21846.7905
5168,22820.93,1,20,26447.89356
5169,53157.04,1,15,32127.25442
5170,24173.59,1,12,21446.06484
5171,76210.79,0,18,25326.18358
5172,103811.8,1,7,14511.41878
5173,79185.04,0,12,18245.08758
5174,77232.01,1,8,15810.15616
5175,73421.61,0,3,16991.41172
5176,49682.94,1,11,32962.50188
5177,78606.54,1,12,15419.08654
5178,78213.31,0,11,9227.95556
5179,79547.66,1,13,22556.50944
5180,40723.03,0,13,28179.5434
5181,70835.05,0,18,17839.5339
5182,26832.41,1,15,27057.83342
5183,52424.78,1,16,12939.0936
5184,54251.34,1,16,24107.9132
5185,79273.15,0,17,19888.223719999998
5186,45906.39,1,13,20292.16806
5187,77376.23,0,12,22054.39536
5188,61785.35,0,14,20300.21476
5189,97212.35,1,14,31934.13362
5190,82615.02,1,13,21874.14928
5191,4148.36,1,18,36409.70816
5192,91598.96,1,11,23509.23872
5193,45571.59,0,16,33355.18084
5194,88490.67,0,20,20445.05536
5195,93146.01,0,10,35476.29096
5196,43858.16,0,20,23328.99264
5197,70661.85,1,20,18336.81996
5198,100262.56,1,8,15562.3178
5199,36258.6,1,10,19849.59956
5200,85236.69,0,9,25561.14722
5201,27250.95,1,12,14472.79462
5202,84904.36,0,18,24424.95318
5203,32235.36,1,10,28720.28164
5204,77314.78,0,18,6783.3681
5205,114361.65,1,6,42443.12382
5206,75020.18,0,7,18930.66642
5207,75017.41,0,17,22986.20322
5208,98763.6,0,19,28324.384
5209,49690.35,0,9,14450.26386
5210,65664.78,0,10,24260.8005
5211,100898.5,1,20,18492.92594
5212,42492.33,0,11,26961.27302
5213,104368.12,0,8,35762.75348
5214,77178.84,0,15,34008.57288
5215,87605.76,1,9,13719.6235
5216,80254.78,0,16,13993.211299999999
5217,43504.39,0,10,24964.08208
5218,104329.21,1,13,15666.9249
5219,47933.29,1,11,25434.00936
5220,57992.3,1,9,20025.01762
5221,85890.67,0,10,27378.09208
5222,28008.79,1,8,14017.3514
5223,36362.82,1,4,9488.66864
5224,54520.78,1,19,12630.10032
5225,66429.92,1,20,16774.15082
5226,97343.92,1,11,15137.45204
5227,15583.58,1,14,20774.97006
5228,61608.05,0,18,25641.61422
5229,109348.37,1,13,15747.3919
5230,111761.23,1,12,13417.06758
5231,66058.01,1,16,23345.08604
5232,90391.49,0,16,11762.66606
5233,22033.39,1,14,14490.49736
5234,78358.84,0,18,24756.47722
5235,41841.7,1,18,15473.8041
5236,31465.58,1,17,10710.1577
5237,15692.34,1,19,36148.99508
5238,48178.23,1,14,18220.94748
5239,29677.49,1,12,22562.9468
5240,65542.05,0,13,27189.7993
5241,68953.87,0,16,29850.03832
5242,57074.18,1,10,22862.28404
5243,80202.74,0,7,36807.21514
5244,30611.21,1,16,15245.27782
5245,60336.88,0,13,17937.70364
5246,105026.08,1,7,32256.00162
5247,95418.97,0,7,33696.36092
5248,57142.49,1,19,18924.22906
5249,50623.63,1,12,23649.2513
5250,61680.03,1,20,20717.03382
5251,35415.88,1,15,32574.65094
5252,25912.88,1,19,19170.45808
5253,71712.08,1,16,17979.54648
5254,69206.77,0,19,29555.5291
5255,15441.59,1,20,29879.00644
5256,93290.15,0,9,40510.30648
5257,29589.69,1,17,24358.97024
5258,81347.28,1,15,11223.53716
5259,45162.18,1,16,19239.6597
5260,104470.66,0,9,18861.4648
5261,101262.0,0,10,17726.8801
5262,114036.24,1,7,15018.36088
5263,99423.89,1,12,16661.49702
5264,60938.79,0,20,24846.60026
5265,43165.56,1,17,22047.958
5266,23397.24,1,17,23568.7843
5267,103356.45,1,18,10817.98348
5268,46089.67,1,11,24420.12516
5269,15128.65,1,20,18845.3714
5270,80403.15,0,16,25668.972999999998
5271,87136.64,1,6,8254.30486
5272,36867.47,1,19,12630.10032
5273,82298.25,0,18,15647.61282
5274,66705.22,0,18,13455.69174
5275,45581.19,1,20,27310.4998
5276,50674.44,1,14,13587.65762
5277,84331.33,0,19,38273.323879999996
5278,87877.36,0,20,29851.64766
5279,44574.5,0,16,39473.89152
5280,97240.13,0,14,30653.09898
5281,87278.5,0,19,14324.73534
5282,60124.76,0,14,13191.75998
5283,77793.8,0,15,30400.4326
5284,103610.55,0,16,21104.88476
5285,95213.27,0,20,26447.89356
5286,26866.1,1,18,20845.78102
5287,58283.65,1,17,27815.83256
5288,67754.13,1,13,16434.58008
5289,96162.39,0,6,13729.27954
5290,98845.8,1,19,12382.26196
5291,103041.35,1,13,32574.65094
5292,74190.92,0,18,23726.49962
5293,61670.14,0,18,33932.933899999996
5294,31094.42,1,10,12332.37242
5295,105690.47,0,14,24518.2949
5296,71266.85,1,13,13397.7555
5297,27159.12,1,19,28350.13344
5298,44794.08,1,7,24832.1162
5299,52592.62,0,12,12446.63556
5300,54538.76,1,15,15681.40896
5301,86268.82,1,18,20161.81152
5302,102214.47,1,7,29602.199959999998
5303,66785.87,1,9,7108.45478
5304,36749.95,1,16,27067.48946
5305,50304.36,0,19,39012.01094
5306,105681.58,0,8,25133.06278
5307,93204.68,0,20,27217.15808
5308,50979.69,0,20,22115.55028
5309,78095.4,0,17,31834.35454
5310,62474.09,0,19,26142.11896
5311,20325.43,1,14,16745.1827
5312,55515.55,1,3,20956.82548
5313,27955.06,1,12,11262.16132
5314,84824.24,1,17,18470.39518
5315,77937.01,0,15,28414.50704
5316,87932.13,0,16,32249.56426
5317,25011.77,1,18,42164.708
5318,49393.4,1,16,20869.92112
5319,83100.27,0,19,36240.72746
5320,6468.33,1,20,17226.37536
5321,11612.4,1,17,24223.78568
5322,84843.49,0,13,23095.63834
5323,91721.9,0,15,31217.977319999998
5324,43795.08,0,11,10837.29556
5325,35193.52,1,12,22648.24182
5326,56835.62,1,19,19902.70778
5327,77940.94,0,16,14294.15788
5328,54632.11,1,13,29426.781899999998
5329,60819.4,0,16,25160.42156
5330,66034.7,0,14,45499.26048
5331,49402.83,0,19,40336.49776
5332,37041.4,1,8,12984.15512
5333,80390.07,1,16,20749.22062
5334,45658.16,1,13,27670.99196
5335,107442.61,1,17,23291.97782
5336,76855.77,0,6,35651.70902
5337,92304.58,0,20,20663.9256
5338,60473.63,0,3,34837.38298
5339,109702.38,1,7,19270.23716
5340,108765.26,1,20,26208.1019
5341,50488.71,1,15,13669.73396
5342,71585.1,0,5,18431.77102
5343,56431.43,1,13,28725.10966
5344,15053.68,1,17,22892.8615
5345,89198.68,0,10,30875.1879
5346,85214.97,0,19,12379.04328
5347,55867.47,1,19,26818.04176
5348,38881.76,1,17,34248.36454
5349,58618.77,1,11,25385.72916
5350,79645.34,0,18,32645.4619
5351,70131.25,0,15,30131.67282
5352,82858.58,1,17,16653.45032
5353,83182.14,0,8,9300.37586
5354,39021.93,1,14,14596.7138
5355,88508.97,0,13,20461.14876
5356,20275.42,1,17,31058.65266
5357,103655.07,1,13,27764.33368
5358,70385.32,0,17,16951.17822
5359,91943.27,0,4,25799.32954
5360,97537.54,1,19,19986.39346
5361,16463.47,1,17,22982.98454
5362,80662.89,0,15,32365.43674
5363,111964.55,1,17,10938.68398
5364,69923.54,1,6,17026.8172
5365,76861.01,0,15,32993.07934
5366,101959.21,1,12,15681.40896
5367,92543.29,0,15,27175.31524
5368,83473.61,0,19,24870.74036
5369,89471.55,0,18,20739.56458
5370,75112.66,0,16,13788.82512
5371,38362.54,1,8,16886.80462
5372,17405.78,1,19,14781.7879
5373,83277.3,1,11,20992.23096
5374,54299.52,1,12,22073.70744
5375,59528.79,1,12,19006.3054
5376,91354.45,0,8,17734.9268
5377,61507.04,1,4,12432.1515
5378,65008.48,1,13,10787.40602
5379,96280.73,0,19,13132.2144
5380,91129.3,1,7,20926.24802
5381,54778.8,1,20,23108.51306
5382,57142.66,1,17,25248.93526
5383,53942.86,1,20,21766.3235
5384,62446.96,0,5,30859.0945
5385,45144.53,0,13,31911.60286
5386,49862.98,1,14,26423.75346
5387,99426.38,0,9,13573.17356
5388,51573.85,1,20,17755.84822
5389,109887.73,1,8,11136.6328
5390,98810.74,0,10,30764.14344
5391,81182.36,0,16,32252.78294
5392,73701.71,0,8,14839.72414
5393,96430.88,0,16,20739.56458
5394,47308.84,1,20,16423.3147
5395,102590.22,1,10,17018.7705
5396,93109.02,1,12,13756.63832
5397,83548.72,0,2,16822.43102
5398,93853.31,0,17,13299.58576
5399,93252.22,0,13,37883.8636
5400,23900.11,1,10,25083.17324
5401,29886.44,1,16,31127.85428
5402,62523.74,1,14,16928.64746
5403,23295.97,1,19,39840.82104
5404,11564.05,1,17,25900.717959999998
5405,61240.83,0,4,31897.1188
5406,30022.7,1,18,33427.60114
5407,38211.68,1,14,21759.88614
5408,74784.54,1,20,10534.73964
5409,77942.15,0,9,30974.96698
5410,79509.41,0,3,22336.02986
5411,15625.85,1,18,15150.32676
5412,98524.92,0,17,24727.5091
5413,35031.65,1,19,35271.90478
5414,36700.87,1,14,21125.80618
5415,80358.64,1,17,20945.5601
5416,111492.06,0,11,11999.23904
5417,81737.39,0,19,29645.65214
5418,48019.15,1,15,11106.05534
5419,101433.89,1,12,33229.65232
5420,34727.23,1,14,38395.63372
5421,48039.84,1,6,23407.8503
5422,52176.1,1,10,31779.63698
5423,100558.82,1,10,13714.79548
5424,77380.23,0,14,14485.66934
5425,90327.55,0,13,33469.44398
5426,102088.28,1,16,30062.4712
5427,90861.06,1,16,17380.872
5428,32611.41,1,17,16922.2101
5429,76406.67,0,20,26415.70676
5430,60510.77,0,19,27963.89184
5431,18436.74,1,18,17083.1441
5432,27796.72,1,20,20116.75
5433,74532.31,0,15,31423.97284
5434,46222.01,1,17,11133.41412
5435,94032.06,0,8,20055.59508
5436,33230.63,1,19,20910.15462
5437,68863.32,1,4,20546.44378
5438,60218.26,1,19,34977.39556
5439,25729.79,1,19,10750.3912
5440,87090.31,0,3,11331.362939999999
5441,109497.05,1,14,25228.01384
5442,71926.29,0,16,19183.3328
5443,82821.32,0,20,24647.0421
5444,77477.47,1,12,16841.7431
5445,58911.31,1,3,15716.81444
5446,87037.83,0,12,27307.28112
5447,95692.02,0,9,34763.35334
5448,67749.59,0,20,13497.53458
5449,98618.41,0,9,18594.31436
5450,70723.31,0,16,32198.06538
5451,71024.29,0,15,40210.96924
5452,98176.6,0,13,22125.20632
5453,41941.81,1,20,12483.65038
5454,66648.94,0,1,22319.93646
5455,77796.57,0,14,26023.0278
5456,52874.84,1,18,26019.809119999998
5457,23722.51,1,20,32560.16688
5458,83117.55,1,15,18068.06018
5459,42806.87,1,20,22194.40794
5460,21351.97,1,15,9503.1527
5461,57005.29,1,9,13349.4753
5462,102436.44,0,14,31026.46586
5463,54667.65,0,20,18518.67538
5464,51852.46,1,10,28216.55822
5465,14207.79,1,16,35106.14276
5466,71125.79,0,16,12551.24266
5467,65543.06,1,6,20765.31402
5468,61141.06,0,16,15732.90784
5469,58062.42,1,18,27357.17066
5470,63163.86,0,13,31898.72814
5471,95976.28,1,12,19487.49806
5472,63258.5,0,19,23343.4767
5473,52597.8,1,20,8004.85716
5474,11026.81,1,18,36445.11364
5475,79016.18,0,9,12564.11738
5476,26075.87,1,13,23483.48928
5477,45608.5,1,12,39327.44158
5478,24410.5,1,13,21996.45912
5479,36613.11,1,20,28934.32386
5480,55543.87,1,14,34491.37488
5481,43178.28,0,16,12218.10928
5482,56149.98,1,16,41321.41384
5483,74283.74,0,18,10571.75446
5484,52538.41,1,15,19017.57078
5485,58503.4,1,16,8946.32106
5486,37167.26,1,14,12393.52734
5487,68817.65,0,10,14606.36984
5488,52450.42,1,8,25104.09466
5489,92326.55,0,13,16189.9604
5490,91836.46,0,10,17516.05656
5491,71910.43,1,9,25778.40812
5492,62645.76,0,6,18051.96678
